School_Name,Address_Line_1,Address_Town,Postal_Postcode,Full_Phone_No,School URL,ICSEA,School_Type,Campus Type,LGA_Name,Suburb,Education_Sector,School Type,Year Range,Geolocation,Total Enrolments,Girls Enrolments,Boys Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%)
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smascotvale.catholic.edu.au/,1145.0,Primary,School Single Entity,Hobsons Bay (C),Ascot Vale,Catholic,Primary,Prep-6,Major Cities,378.0,170.0,208.0,0.0,8.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smmalverneast.catholic.edu.au,1172.0,Primary,School Single Entity,Hobsons Bay (C),Malvern East,Catholic,Primary,Prep-6,Major Cities,176.0,82.0,94.0,0.0,12.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.stmyarram.catholic.edu.au,977.0,Primary,School Single Entity,Hobsons Bay (C),Yarram,Catholic,Primary,Prep-6,Inner Regional,48.0,23.0,25.0,0.0,8.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smswanhill.catholic.edu.au,1032.0,Primary,School Single Entity,Hobsons Bay (C),Swan Hill,Catholic,Primary,Prep-6,Outer Regional,601.0,313.0,288.0,4.0,21.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smhastings.catholic.edu.au,1010.0,Primary,School Single Entity,Hobsons Bay (C),Hastings,Catholic,Primary,Prep-6,Major Cities,118.0,62.0,56.0,2.0,9.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smthornbury.catholic.edu.au,1091.0,Primary,School Single Entity,Hobsons Bay (C),Thornbury,Catholic,Primary,Prep-6,Major Cities,184.0,85.0,99.0,0.0,25.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smmyrtleford.catholic.edu.au,1053.0,Primary,School Single Entity,Hobsons Bay (C),Myrtleford,Catholic,Primary,Prep-6,Inner Regional,120.0,60.0,60.0,0.0,4.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smhampton.catholic.edu.au,1140.0,Primary,School Single Entity,Hobsons Bay (C),Hampton,Catholic,Primary,Prep-6,Major Cities,261.0,127.0,134.0,0.0,20.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smcohuna.catholic.edu.au,1003.0,Primary,School Single Entity,Hobsons Bay (C),Cohuna,Catholic,Primary,Prep-6,Outer Regional,111.0,57.0,54.0,3.0,1.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smaltona.catholic.edu.au,1062.0,Primary,School Single Entity,Hobsons Bay (C),Altona,Catholic,Primary,Prep-6,Major Cities,275.0,141.0,134.0,0.0,17.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smmooroopna.catholic.edu.au,988.0,Primary,School Single Entity,Hobsons Bay (C),Mooroopna,Catholic,Primary,Prep-6,Inner Regional,282.0,127.0,155.0,17.0,12.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smclarkeshill.catholic.edu.au,979.0,Primary,School Single Entity,Hobsons Bay (C),Clarkes Hill,Catholic,Primary,Prep-6,Inner Regional,16.0,9.0,7.0,0.0,0.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smalexandra.catholic.edu.au,1015.0,Primary,School Single Entity,Hobsons Bay (C),Alexandra,Catholic,Primary,Prep-6,Inner Regional,145.0,75.0,70.0,3.0,2.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smrushworth.catholic.edu.au,973.0,Primary,School Single Entity,Hobsons Bay (C),Rushworth,Catholic,Primary,Prep-6,Inner Regional,58.0,36.0,22.0,5.0,7.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smgreensborough.catholic.edu.au,1106.0,Primary,School Single Entity,Hobsons Bay (C),Greensborough,Catholic,Primary,Prep-6,Major Cities,510.0,252.0,258.0,0.0,6.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smsealake.catholic.edu.au,1000.0,Primary,School Single Entity,Hobsons Bay (C),Sea Lake,Catholic,Primary,Prep-6,Outer Regional,30.0,12.0,18.0,0.0,3.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smrobinvale.catholic.edu.au,965.0,Primary,School Single Entity,Hobsons Bay (C),Robinvale,Catholic,Combined,Prep-8,Outer Regional,273.0,128.0,145.0,2.0,22.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.stmmaffra.catholic.edu.au,1031.0,Primary,School Single Entity,Hobsons Bay (C),Maffra,Catholic,Primary,Prep-6,Inner Regional,160.0,86.0,74.0,3.0,6.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smmountevelyn.catholic.edu.au,1028.0,Primary,School Single Entity,Hobsons Bay (C),Mount Evelyn,Catholic,Primary,Prep-6,Major Cities,293.0,149.0,144.0,1.0,1.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smwhittlesea.catholic.edu.au,1028.0,Primary,School Single Entity,Hobsons Bay (C),Whittlesea,Catholic,Primary,Prep-6,Major Cities,258.0,138.0,120.0,2.0,2.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,https://www.smwarwick.catholic.edu.au/,1008.0,Primary,School Single Entity,Hobsons Bay (C),Warwick,Catholic,Primary,Prep-6,Inner Regional,271.0,136.0,135.0,9.0,6.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.stmarysbeaudesert.qld.edu.au,1020.0,Primary,School Single Entity,Hobsons Bay (C),Beaudesert,Catholic,Primary,Prep-6,Inner Regional,348.0,182.0,166.0,4.0,1.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.stmaryslaidley.qld.edu.au,1001.0,Primary,School Single Entity,Hobsons Bay (C),Laidley,Catholic,Primary,Prep-6,Inner Regional,245.0,120.0,125.0,6.0,2.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.goondiwindi.catholic.edu.au,1043.0,Primary,School Head Campus,Hobsons Bay (C),Goondiwindi,Catholic,Combined,Prep-10,Outer Regional,379.0,185.0,194.0,4.0,3.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,https://www.twb.catholic.edu.au/our-schools/primary-schools/charleville/st-marys-primary-school/,986.0,Primary,School Single Entity,Hobsons Bay (C),Charleville,Catholic,Primary,Prep-6,Very Remote,135.0,70.0,65.0,13.0,7.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.stmarysdbrk.wa.edu.au,1031.0,Primary,School Single Entity,Hobsons Bay (C),Donnybrook,Catholic,Primary,PP-6,Inner Regional,123.0,62.0,61.0,4.0,4.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.stmarysmerredin.wa.edu.au,1013.0,Primary,School Single Entity,Hobsons Bay (C),Merredin,Catholic,Primary,PP-6,Outer Regional,115.0,59.0,56.0,5.0,6.0
St Mary's School,118 Cecil Street,WILLIAMSTOWN,3016.0,03 9397 7926,http://www.smsn.wa.edu.au,943.0,Primary,School Single Entity,Hobsons Bay (C),Northampton,Catholic,Primary,PP-6,Outer Regional,70.0,28.0,42.0,19.0,1.0
St Patrick's School,Ovens Street,WANGARATTA,3677.0,03 5721 5795,http://www.spballarat.catholic.edu.au,1092.0,Primary,School Single Entity,Wangaratta (RC),Ballarat,Catholic,Primary,Prep-6,Inner Regional,249.0,126.0,123.0,1.0,15.0
St Patrick's School,Ovens Street,WANGARATTA,3677.0,03 5721 5795,http://www.spwangaratta.catholic.edu.au,1044.0,Primary,School Single Entity,Wangaratta (RC),Wangaratta,Catholic,Primary,Prep-6,Inner Regional,258.0,138.0,120.0,5.0,3.0
St Patrick's School,Ovens Street,WANGARATTA,3677.0,03 5721 5795,http://www.spgordon.catholic.edu.au,1033.0,Primary,School Single Entity,Wangaratta (RC),Gordon,Catholic,Primary,Prep-6,Inner Regional,67.0,35.0,32.0,3.0,3.0
St Patrick's School,Ovens Street,WANGARATTA,3677.0,03 5721 5795,http://www.spstarnaud.catholic.edu.au,1013.0,Primary,School Single Entity,Wangaratta (RC),St Arnaud,Catholic,Primary,Prep-6,Outer Regional,107.0,53.0,54.0,1.0,3.0
St Patrick's School,Ovens Street,WANGARATTA,3677.0,03 5721 5795,http://www.stppakenham.catholic.edu.au,993.0,Primary,School Single Entity,Wangaratta (RC),Pakenham,Catholic,Primary,Prep-6,Major Cities,374.0,171.0,203.0,3.0,59.0
St Patrick's School,Ovens Street,WANGARATTA,3677.0,03 5721 5795,http://www.spkoroit.catholic.edu.au,1044.0,Primary,School Single Entity,Wangaratta (RC),Koroit,Catholic,Primary,Prep-6,Inner Regional,105.0,54.0,51.0,4.0,2.0
St Patrick's School,Ovens Street,WANGARATTA,3677.0,03 5721 5795,http://www.spgeelongwest.catholic.edu.au,1096.0,Primary,School Single Entity,Wangaratta (RC),Geelong West,Catholic,Primary,Prep-6,Major Cities,425.0,214.0,211.0,1.0,10.0
St Patrick's School,Ovens Street,WANGARATTA,3677.0,03 5721 5795,http://www.splilydale.catholic.edu.au,1058.0,Primary,School Single Entity,Wangaratta (RC),Lilydale,Catholic,Primary,Prep-6,Major Cities,235.0,102.0,133.0,2.0,15.0
St Patrick's School,Ovens Street,WANGARATTA,3677.0,03 5721 5795,http://www.spportfairy.catholic.edu.au,1067.0,Primary,School Single Entity,Wangaratta (RC),Port Fairy,Catholic,Primary,Prep-6,Inner Regional,188.0,86.0,102.0,2.0,6.0
St Patrick's School,Ovens Street,WANGARATTA,3677.0,03 5721 5795,http://www.spcamperdown.catholic.edu.au,1040.0,Primary,School Single Entity,Wangaratta (RC),Camperdown,Catholic,Primary,Prep-6,Inner Regional,260.0,133.0,127.0,0.0,6.0
St Patrick's School,Ovens Street,WANGARATTA,3677.0,03 5721 5795,http://www.spstawell.catholic.edu.au,1019.0,Primary,School Single Entity,Wangaratta (RC),Stawell,Catholic,Primary,Prep-6,Inner Regional,139.0,69.0,70.0,4.0,8.0
St Patrick's School,Ovens Street,WANGARATTA,3677.0,03 5721 5795,http://www.spmentone.catholic.edu.au,1124.0,Primary,School Single Entity,Wangaratta (RC),Mentone,Catholic,Primary,Prep-6,Major Cities,390.0,168.0,222.0,1.0,10.0
St Patrick's School,Ovens Street,WANGARATTA,3677.0,03 5721 5795,http://www.stpstratford.catholic.edu.au,1020.0,Primary,School Single Entity,Wangaratta (RC),Stratford,Catholic,Primary,Prep-6,Inner Regional,154.0,73.0,81.0,1.0,3.0
St Patrick's School,Ovens Street,WANGARATTA,3677.0,03 5721 5795,http://www.spmurrumbeena.catholic.edu.au,1140.0,Primary,School Single Entity,Wangaratta (RC),Murrumbeena,Catholic,Primary,Prep-6,Major Cities,273.0,134.0,139.0,0.0,7.0
St Patrick's School,Ovens Street,WANGARATTA,3677.0,03 5721 5795,http://www.spnhill.catholic.edu.au,965.0,Primary,School Single Entity,Wangaratta (RC),Nhill,Catholic,Primary,Prep-6,Outer Regional,60.0,31.0,29.0,0.0,20.0
St Patrick's School,Ovens Street,WANGARATTA,3677.0,03 5721 5795,http://www.sppyramidhill.catholic.edu.au,989.0,Primary,School Single Entity,Wangaratta (RC),Pyramid Hill,Catholic,Primary,Prep-6,Outer Regional,14.0,7.0,7.0,7.0,77.0
St Patrick's School,Ovens Street,WANGARATTA,3677.0,03 5721 5795,http://www.sptongala.catholic.edu.au,998.0,Primary,School Single Entity,Wangaratta (RC),Tongala,Catholic,Primary,Prep-6,Inner Regional,91.0,40.0,51.0,0.0,5.0
St Patrick's School,Ovens Street,WANGARATTA,3677.0,03 5721 5795,http://www.allora.catholic.edu.au,1004.0,Primary,School Single Entity,Wangaratta (RC),Allora,Catholic,Primary,Prep-6,Inner Regional,67.0,31.0,36.0,9.0,0.0
St Patrick's School,Ovens Street,WANGARATTA,3677.0,03 5721 5795,http://stgeorge.catholic.edu.au/,964.0,Primary,School Single Entity,Wangaratta (RC),St George,Catholic,Primary,Prep-6,Remote,157.0,84.0,73.0,18.0,5.0
St Patrick's School,Ovens Street,WANGARATTA,3677.0,03 5721 5795,http://www.stpatskatanning.wa.edu.au,980.0,Primary,School Single Entity,Wangaratta (RC),Katanning,Catholic,Primary,PP-6,Outer Regional,82.0,43.0,39.0,4.0,31.0
St Patrick's School,Ovens Street,WANGARATTA,3677.0,03 5721 5795,http://www.stpatsmp.catholic.edu.au,1008.0,Primary,School Single Entity,Wangaratta (RC),Mansfield Park,Catholic,Primary,R-6,Major Cities,219.0,97.0,122.0,1.0,82.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smmansfield.catholic.edu.au,1005.0,Primary,School Single Entity,Port Phillip (C),Mansfield,Catholic,Primary,Prep-6,Outer Regional,167.0,79.0,88.0,1.0,0.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smwilliamstown.catholic.edu.au,1121.0,Primary,School Single Entity,Port Phillip (C),Williamstown,Catholic,Primary,Prep-6,Major Cities,287.0,137.0,150.0,0.0,14.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smstkildaeast.catholic.edu.au,1119.0,Primary,School Head Campus,Port Phillip (C),St Kilda East,Catholic,Primary,Prep-6,Major Cities,152.0,84.0,68.0,0.0,14.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.stmbairns.catholic.edu.au,1024.0,Primary,School Single Entity,Port Phillip (C),Bairnsdale,Catholic,Primary,Prep-6,Outer Regional,476.0,230.0,246.0,4.0,2.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smdonald.catholic.edu.au,1011.0,Primary,School Single Entity,Port Phillip (C),Donald,Catholic,Primary,Prep-6,Outer Regional,34.0,15.0,19.0,24.0,18.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smlancefield.catholic.edu.au,1052.0,Primary,School Single Entity,Port Phillip (C),Lancefield,Catholic,Primary,Prep-6,Inner Regional,199.0,100.0,99.0,2.0,3.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smcastlemaine.catholic.edu.au,1052.0,Primary,School Single Entity,Port Phillip (C),Castlemaine,Catholic,Primary,Prep-6,Inner Regional,89.0,43.0,46.0,1.0,9.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smrutherglen.catholic.edu.au,1009.0,Primary,School Single Entity,Port Phillip (C),Rutherglen,Catholic,Primary,Prep-6,Inner Regional,95.0,52.0,43.0,6.0,0.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.sminglewood.catholic.edu.au,976.0,Primary,School Single Entity,Port Phillip (C),Inglewood,Catholic,Primary,Prep-6,Inner Regional,19.0,7.0,12.0,5.0,0.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smcolac.catholic.edu.au,1022.0,Primary,School Single Entity,Port Phillip (C),Colac,Catholic,Primary,Prep-6,Inner Regional,269.0,132.0,137.0,2.0,18.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smgeelong.catholic.edu.au,1098.0,Primary,School Single Entity,Port Phillip (C),Geelong,Catholic,Primary,Prep-6,Major Cities,226.0,122.0,104.0,2.0,9.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smwarracknabeal.catholic.edu.au,1011.0,Primary,School Single Entity,Port Phillip (C),Warracknabeal,Catholic,Primary,Prep-6,Outer Regional,68.0,31.0,37.0,6.0,6.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smechuca.catholic.edu.au,1048.0,Primary,School Single Entity,Port Phillip (C),Echuca West,Catholic,Primary,Prep-6,Inner Regional,605.0,296.0,309.0,5.0,4.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smararat.catholic.edu.au,1032.0,Primary,School Single Entity,Port Phillip (C),Ararat,Catholic,Primary,Prep-6,Inner Regional,127.0,63.0,64.0,6.0,10.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smhamilton.catholic.edu.au,1040.0,Primary,School Single Entity,Port Phillip (C),Hamilton,Catholic,Primary,Prep-6,Inner Regional,233.0,122.0,111.0,6.0,12.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smdandenong.catholic.edu.au,982.0,Primary,School Single Entity,Port Phillip (C),Dandenong,Catholic,Primary,Prep-6,Major Cities,173.0,97.0,76.0,0.0,73.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smascotvale.catholic.edu.au/,1145.0,Primary,School Single Entity,Port Phillip (C),Ascot Vale,Catholic,Primary,Prep-6,Major Cities,378.0,170.0,208.0,0.0,8.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smmalverneast.catholic.edu.au,1172.0,Primary,School Single Entity,Port Phillip (C),Malvern East,Catholic,Primary,Prep-6,Major Cities,176.0,82.0,94.0,0.0,12.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.stmyarram.catholic.edu.au,977.0,Primary,School Single Entity,Port Phillip (C),Yarram,Catholic,Primary,Prep-6,Inner Regional,48.0,23.0,25.0,0.0,8.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smswanhill.catholic.edu.au,1032.0,Primary,School Single Entity,Port Phillip (C),Swan Hill,Catholic,Primary,Prep-6,Outer Regional,601.0,313.0,288.0,4.0,21.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smhastings.catholic.edu.au,1010.0,Primary,School Single Entity,Port Phillip (C),Hastings,Catholic,Primary,Prep-6,Major Cities,118.0,62.0,56.0,2.0,9.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smthornbury.catholic.edu.au,1091.0,Primary,School Single Entity,Port Phillip (C),Thornbury,Catholic,Primary,Prep-6,Major Cities,184.0,85.0,99.0,0.0,25.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smmyrtleford.catholic.edu.au,1053.0,Primary,School Single Entity,Port Phillip (C),Myrtleford,Catholic,Primary,Prep-6,Inner Regional,120.0,60.0,60.0,0.0,4.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smhampton.catholic.edu.au,1140.0,Primary,School Single Entity,Port Phillip (C),Hampton,Catholic,Primary,Prep-6,Major Cities,261.0,127.0,134.0,0.0,20.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smcohuna.catholic.edu.au,1003.0,Primary,School Single Entity,Port Phillip (C),Cohuna,Catholic,Primary,Prep-6,Outer Regional,111.0,57.0,54.0,3.0,1.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smaltona.catholic.edu.au,1062.0,Primary,School Single Entity,Port Phillip (C),Altona,Catholic,Primary,Prep-6,Major Cities,275.0,141.0,134.0,0.0,17.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smmooroopna.catholic.edu.au,988.0,Primary,School Single Entity,Port Phillip (C),Mooroopna,Catholic,Primary,Prep-6,Inner Regional,282.0,127.0,155.0,17.0,12.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smclarkeshill.catholic.edu.au,979.0,Primary,School Single Entity,Port Phillip (C),Clarkes Hill,Catholic,Primary,Prep-6,Inner Regional,16.0,9.0,7.0,0.0,0.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smalexandra.catholic.edu.au,1015.0,Primary,School Single Entity,Port Phillip (C),Alexandra,Catholic,Primary,Prep-6,Inner Regional,145.0,75.0,70.0,3.0,2.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smrushworth.catholic.edu.au,973.0,Primary,School Single Entity,Port Phillip (C),Rushworth,Catholic,Primary,Prep-6,Inner Regional,58.0,36.0,22.0,5.0,7.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smgreensborough.catholic.edu.au,1106.0,Primary,School Single Entity,Port Phillip (C),Greensborough,Catholic,Primary,Prep-6,Major Cities,510.0,252.0,258.0,0.0,6.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smsealake.catholic.edu.au,1000.0,Primary,School Single Entity,Port Phillip (C),Sea Lake,Catholic,Primary,Prep-6,Outer Regional,30.0,12.0,18.0,0.0,3.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smrobinvale.catholic.edu.au,965.0,Primary,School Single Entity,Port Phillip (C),Robinvale,Catholic,Combined,Prep-8,Outer Regional,273.0,128.0,145.0,2.0,22.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.stmmaffra.catholic.edu.au,1031.0,Primary,School Single Entity,Port Phillip (C),Maffra,Catholic,Primary,Prep-6,Inner Regional,160.0,86.0,74.0,3.0,6.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smmountevelyn.catholic.edu.au,1028.0,Primary,School Single Entity,Port Phillip (C),Mount Evelyn,Catholic,Primary,Prep-6,Major Cities,293.0,149.0,144.0,1.0,1.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.smwhittlesea.catholic.edu.au,1028.0,Primary,School Single Entity,Port Phillip (C),Whittlesea,Catholic,Primary,Prep-6,Major Cities,258.0,138.0,120.0,2.0,2.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,https://www.smwarwick.catholic.edu.au/,1008.0,Primary,School Single Entity,Port Phillip (C),Warwick,Catholic,Primary,Prep-6,Inner Regional,271.0,136.0,135.0,9.0,6.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.stmarysbeaudesert.qld.edu.au,1020.0,Primary,School Single Entity,Port Phillip (C),Beaudesert,Catholic,Primary,Prep-6,Inner Regional,348.0,182.0,166.0,4.0,1.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.stmaryslaidley.qld.edu.au,1001.0,Primary,School Single Entity,Port Phillip (C),Laidley,Catholic,Primary,Prep-6,Inner Regional,245.0,120.0,125.0,6.0,2.0
St Mary's School,214 Dandenong Road,ST KILDA EAST,3183.0,03 9510 7420,http://www.goondiwindi.catholic.edu.au,1043.0,Primary,School Head Campus,Port Phillip (C),Goondiwindi,Catholic,Combined,Prep-10,Outer Regional,379.0,185.0,194.0,4.0,3.0
